number,incident_state,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,caused_by,closed_code,resolved_by,opened_at,sys_updated_at,closed_at,final_resolved_at,resolution_time_hours,aging_days,priority,sla_breach_flag,created_month,is_active
INC0000169,New,0,0,0,true,Caller 1805,Opened by  62,Phone,Location 108,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,code 7,Resolved by 208,29-02-2016 10:30,29-02-2016 10:34,07-03-2016 16:00,02-03-2016 15:06,52.6,2,3,1,2016-02,1
INC0000171,New,0,0,0,true,Caller 3007,Opened by  180,Phone,Location 55,Category 24,Subcategory 164,Symptom 473,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 9,Resolved by 133,29-02-2016 10:33,29-02-2016 10:33,24-03-2016 18:59,18-03-2016 13:44,435.1833333,18,3,1,2016-02,1
INC0000172,New,0,0,0,true,Caller 3117,Opened by  180,Phone,Location 224,Category 23,Subcategory 75,?,2 - Medium,2 - Medium,Group 70,Resolver 188,true,false,Do Not Notify,?,?,?,code 6,Resolved by 171,29-02-2016 10:36,29-02-2016 10:38,05-03-2016 19:00,29-02-2016 18:24,7.8,0,3,0,2016-02,1
INC0000173,New,0,0,0,true,Caller 64,Opened by  4,Phone,Location 131,Category 55,Subcategory 120,Symptom 568,3 - Low,2 - Medium,Group 65,Resolver 4,true,false,Do Not Notify,?,?,?,code 1,Resolved by 3,29-02-2016 10:36,29-02-2016 10:39,16-04-2016 15:07,11-04-2016 14:49,1012.216667,42,4,1,2016-02,1
INC0000174,New,0,0,0,true,Caller 4414,Opened by  131,Phone,Location 51,Category 32,Subcategory 9,Symptom 580,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 1,Resolved by 184,29-02-2016 10:39,29-02-2016 10:52,02-03-2016 13:02,02-03-2016 13:01,50.36666667,2,3,1,2016-02,1
INC0000176,New,0,0,0,true,Caller 786,Opened by  501,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,Group 54,?,true,false,Do Not Notify,?,?,?,code 7,Resolved by 208,29-02-2016 10:40,29-02-2016 10:44,07-03-2016 16:00,02-03-2016 15:07,52.45,2,3,1,2016-02,1
INC0000178,New,0,0,0,true,Caller 1245,Opened by  180,Phone,Location 54,Category 20,Subcategory 103,Symptom 605,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 15,29-02-2016 10:45,29-02-2016 10:45,05-03-2016 12:00,29-02-2016 11:55,1.166666667,0,3,0,2016-02,1
INC0000179,Active,0,0,0,true,Caller 364,Opened by  40,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,Group 28,Resolver 236,true,false,Do Not Notify,?,?,?,code 6,Resolved by 215,29-02-2016 10:46,29-02-2016 10:57,07-03-2016 10:00,02-03-2016 09:20,46.56666667,1,3,1,2016-02,1
INC0000192,New,0,0,0,true,Caller 1590,Opened by  131,Phone,Location 143,Category 45,Subcategory 200,Symptom 4,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 7,Resolved by 66,29-02-2016 10:58,29-02-2016 10:58,05-03-2016 12:00,29-02-2016 11:02,0.066666667,0,3,0,2016-02,1
INC0000193,New,0,0,0,true,Caller 1452,Opened by  62,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,2 - Medium,2 - Medium,Group 70,Resolver 83,true,false,Do Not Notify,?,?,?,code 6,Resolved by 76,29-02-2016 10:59,29-02-2016 11:27,06-03-2016 17:00,01-03-2016 16:03,29.06666667,1,3,1,2016-02,1
INC0000194,New,0,0,0,true,Caller 4323,Opened by  180,Phone,Location 93,Category 42,Subcategory 224,Symptom 4,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 85,29-02-2016 10:59,29-02-2016 10:59,05-03-2016 12:00,29-02-2016 11:11,0.2,0,3,0,2016-02,1
INC0000195,Active,0,0,0,true,Caller 952,Opened by  40,Phone,Location 136,Category 53,Subcategory 127,Symptom 470,2 - Medium,2 - Medium,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,code 10,Resolved by 208,29-02-2016 11:00,29-02-2016 11:04,07-03-2016 16:00,02-03-2016 15:15,52.25,2,3,1,2016-02,1
INC0000197,New,0,0,0,true,Caller 203,Opened by  131,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,2 - Medium,2 - Medium,Group 70,Resolver 170,true,false,Do Not Notify,?,?,?,code 9,Resolved by 153,29-02-2016 11:02,29-02-2016 11:17,05-04-2016 11:59,31-03-2016 11:13,744.1833333,31,3,1,2016-02,1
INC0000199,Resolved,0,0,0,true,Caller 4145,Opened by  301,Phone,Location 204,Category 42,Subcategory 106,Symptom 242,3 - Low,3 - Low,Group 70,Resolver 149,true,false,Do Not Notify,?,?,?,code 11,Resolved by 133,29-02-2016 11:06,29-02-2016 11:06,05-03-2016 12:00,05-03-2016 12:00,120.9,5,4,1,2016-02,1
INC0000204,New,0,0,0,true,Caller 1878,Opened by  501,Phone,Location 93,Category 53,Subcategory 168,Symptom 470,3 - Low,3 - Low,Group 23,?,true,false,Do Not Notify,?,?,?,code 17,Resolved by 62,29-02-2016 11:13,29-02-2016 11:42,05-03-2016 17:00,29-02-2016 16:43,5.5,0,4,0,2016-02,1
INC0000207,New,0,0,0,true,Caller 3772,Opened by  131,Phone,Location 204,Category 9,Subcategory 164,Symptom 232,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 24,29-02-2016 11:19,29-02-2016 11:19,05-03-2016 21:00,29-02-2016 20:15,8.933333333,0,3,0,2016-02,1
INC0000211,Active,0,0,0,true,Caller 803,Opened by  180,Phone,Location 93,Category 23,Subcategory 3,?,2 - Medium,2 - Medium,Group 70,Resolver 94,true,false,Do Not Notify,?,?,?,code 6,Resolved by 85,29-02-2016 11:23,29-02-2016 11:23,08-03-2016 07:00,03-03-2016 06:46,67.38333333,2,3,1,2016-02,1
INC0000213,Active,0,0,0,true,Caller 3459,Opened by  40,Phone,Location 2,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 7,Resolved by 21,29-02-2016 11:25,29-02-2016 11:25,05-03-2016 13:00,29-02-2016 12:53,1.466666667,0,3,0,2016-02,1
INC0000217,New,0,0,0,true,Caller 220,Opened by  301,Phone,Location 55,Category 37,Subcategory 123,?,2 - Medium,2 - Medium,Group 70,Resolver 31,true,false,Do Not Notify,?,?,?,code 6,Resolved by 30,29-02-2016 11:48,29-02-2016 12:10,24-03-2016 18:40,08-03-2016 09:27,189.65,7,3,1,2016-02,1
INC0000218,New,0,0,0,true,Caller 1969,Opened by  180,Phone,Location 93,Category 9,Subcategory 164,?,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 85,29-02-2016 11:53,29-02-2016 11:56,05-03-2016 14:00,29-02-2016 13:36,1.716666667,0,3,0,2016-02,1
INC0000220,Active,0,0,0,true,Caller 3342,Opened by  40,Phone,Location 40,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,Group 70,Resolver 69,true,false,Do Not Notify,?,?,?,code 6,Resolved by 62,29-02-2016 11:56,29-02-2016 11:59,17-03-2016 16:27,09-03-2016 17:24,221.4666667,9,3,1,2016-02,1
INC0000221,New,0,0,0,true,Caller 2303,Opened by  131,Phone,Location 143,Category 61,Subcategory 16,Symptom 486,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 9,Resolved by 130,29-02-2016 11:58,29-02-2016 11:58,07-03-2016 15:00,02-03-2016 14:06,50.13333333,2,3,1,2016-02,1
INC0000223,New,0,0,0,true,Caller 3342,Opened by  40,Phone,Location 40,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,Group 70,Resolver 176,true,false,Do Not Notify,?,?,?,code 1,Resolved by 159,29-02-2016 12:01,29-02-2016 12:07,08-03-2016 09:00,03-03-2016 08:57,68.93333333,2,3,1,2016-02,1
INC0000228,New,0,0,0,true,Caller 197,Opened by  301,Phone,Location 70,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 27,Resolver 170,true,false,Do Not Notify,?,?,?,code 11,Resolved by 153,29-02-2016 12:11,29-02-2016 12:42,05-03-2016 17:00,29-02-2016 16:08,3.95,0,3,0,2016-02,1
INC0000230,New,0,0,0,true,Caller 917,Opened by  55,Phone,Location 161,Category 55,Subcategory 270,Symptom 6,2 - Medium,2 - Medium,Group 34,Resolver 159,true,false,Do Not Notify,?,?,?,code 10,Resolved by 143,29-02-2016 12:14,29-02-2016 12:33,24-03-2016 18:40,07-03-2016 15:12,170.9666667,7,3,1,2016-02,1
INC0000232,New,0,0,0,true,Caller 3032,Opened by  501,Phone,Location 143,Category 45,Subcategory 200,Symptom 470,3 - Low,3 - Low,Group 12,?,true,false,Do Not Notify,?,?,?,code 7,Resolved by 134,29-02-2016 12:20,29-02-2016 12:20,24-03-2016 18:50,12-03-2016 21:23,297.05,12,4,1,2016-02,1
INC0000236,New,0,0,0,true,Caller 3640,Opened by  131,Phone,Location 108,Category 45,Subcategory 223,Symptom 470,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 7,Resolved by 66,29-02-2016 12:26,29-02-2016 12:26,05-03-2016 14:00,29-02-2016 13:16,0.833333333,0,3,0,2016-02,1
INC0000237,Active,0,0,0,true,Caller 2047,Opened by  62,Phone,Location 108,Category 45,Subcategory 200,Symptom 470,2 - Medium,2 - Medium,Group 70,Resolver 33,true,false,Do Not Notify,?,?,?,code 10,Resolved by 32,29-02-2016 12:27,29-02-2016 12:27,06-03-2016 15:00,01-03-2016 14:04,25.61666667,1,3,1,2016-02,1
INC0000246,New,0,0,0,true,Caller 5620,Opened by  24,Phone,Location 108,Category 20,Subcategory 103,Symptom 592,2 - Medium,2 - Medium,Group 70,Resolver 34,true,false,Do Not Notify,?,?,?,code 6,Resolved by 33,29-02-2016 12:41,29-02-2016 12:43,09-03-2016 12:00,04-03-2016 11:56,95.25,3,3,1,2016-02,1
INC0000250,New,0,0,0,true,Caller 1679,Opened by  301,Phone,Location 161,Category 55,Subcategory 167,?,2 - Medium,2 - Medium,Group 65,?,true,false,Do Not Notify,?,?,?,code 7,Resolved by 134,29-02-2016 12:43,29-02-2016 12:43,24-03-2016 18:50,12-03-2016 21:30,296.7833333,12,3,1,2016-02,1
INC0000253,New,0,0,0,true,Caller 1001,Opened by  55,Phone,Location 143,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 25,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 71,29-02-2016 12:43,29-02-2016 13:04,07-03-2016 10:00,02-03-2016 09:08,44.41666667,1,3,1,2016-02,1
INC0000257,New,0,0,0,true,Caller 5072,Opened by  501,Phone,Location 115,Category 37,Subcategory 144,Symptom 580,2 - Medium,2 - Medium,Group 12,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 24,29-02-2016 12:48,29-02-2016 13:42,05-03-2016 23:00,29-02-2016 22:28,9.666666667,0,3,0,2016-02,1
INC0000259,New,0,0,0,true,Caller 5182,Opened by  62,Phone,Location 108,Category 9,Subcategory 164,Symptom 580,2 - Medium,2 - Medium,Group 70,Resolver 170,true,false,Do Not Notify,?,?,?,code 11,Resolved by 153,29-02-2016 12:50,29-02-2016 13:15,07-03-2016 11:00,02-03-2016 10:39,45.81666667,1,3,1,2016-02,1
INC0000260,New,0,0,0,true,Caller 2690,Opened by  257,Phone,Location 51,Category 17,Subcategory 90,Symptom 4,2 - Medium,2 - Medium,Group 69,?,true,false,Do Not Notify,?,?,?,code 8,Resolved by 56,29-02-2016 12:52,29-02-2016 12:52,08-03-2016 16:00,03-03-2016 15:09,74.28333333,3,3,1,2016-02,1
INC0000261,Active,0,0,0,true,Caller 1393,Opened by  128,Phone,Location 197,Category 42,Subcategory 31,Symptom 273,1 - High,1 - High,Group 3,Resolver 71,true,true,Do Not Notify,Problem ID  4,?,?,code 1,Resolved by 64,29-02-2016 12:54,29-02-2016 12:58,29-02-2016 17:47,29-02-2016 17:47,4.883333333,0,1,1,2016-02,1
INC0000262,Active,0,0,0,true,Caller 4180,Opened by  40,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,Group 70,Resolver 78,true,false,Do Not Notify,?,?,?,code 6,Resolved by 71,29-02-2016 12:59,29-02-2016 13:13,07-03-2016 10:00,02-03-2016 09:21,44.36666667,1,3,1,2016-02,1
INC0000265,New,0,0,0,true,Caller 2441,Opened by  55,Phone,Location 136,Category 20,Subcategory 103,Symptom 6,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 8,Resolved by 83,29-02-2016 13:14,29-02-2016 13:14,07-03-2016 16:00,02-03-2016 15:29,50.25,2,3,1,2016-02,1
INC0000266,Active,0,0,0,true,Caller 1009,Opened by  40,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,Group 70,Resolver 78,true,false,Do Not Notify,?,?,?,code 6,Resolved by 71,29-02-2016 13:18,29-02-2016 13:20,09-03-2016 17:00,04-03-2016 16:24,99.1,4,3,1,2016-02,1
INC0000268,New,0,0,0,true,Caller 2729,Opened by  301,Phone,Location 59,Category 9,Subcategory 164,Symptom 470,2 - Medium,2 - Medium,Group 29,Resolver 170,true,false,Do Not Notify,?,?,?,code 6,Resolved by 153,29-02-2016 13:24,29-02-2016 13:29,24-03-2016 18:40,09-03-2016 08:46,211.3666667,8,3,1,2016-02,1
INC0000269,Resolved,0,0,0,true,Caller 5374,Opened by  301,Phone,Location 108,Category 26,Subcategory 175,Symptom 6,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 9,Resolved by 133,29-02-2016 13:30,29-02-2016 13:30,05-03-2016 14:00,05-03-2016 14:00,120.5,5,3,1,2016-02,1
INC0000272,New,0,0,0,true,Caller 4167,Opened by  221,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,3 - Low,2 - Medium,Group 3,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 166,29-02-2016 13:36,29-02-2016 13:46,24-03-2016 18:40,08-03-2016 15:35,193.9833333,8,4,1,2016-02,1
INC0000273,Active,0,0,0,true,Caller 4756,Opened by  40,Phone,Location 93,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,Group 70,Resolver 215,true,false,Do Not Notify,?,?,?,code 6,Resolved by 196,29-02-2016 13:36,29-02-2016 13:49,09-03-2016 15:00,04-03-2016 14:38,97.03333333,4,3,1,2016-02,1
INC0000278,Active,0,0,0,true,Caller 4414,Opened by  433,Phone,Location 51,Category 45,Subcategory 29,?,2 - Medium,2 - Medium,Group 55,Resolver 134,true,false,Do Not Notify,?,?,?,code 6,Resolved by 120,29-02-2016 13:48,29-02-2016 14:03,05-03-2016 15:00,29-02-2016 14:46,0.966666667,0,3,0,2016-02,1
INC0000279,New,0,0,0,true,Caller 5620,Opened by  55,Phone,Location 108,Category 20,Subcategory 103,Symptom 116,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 2,Resolved by 174,29-02-2016 13:50,29-02-2016 13:50,07-03-2016 02:00,02-03-2016 01:03,35.21666667,1,3,1,2016-02,1
INC0000280,New,0,0,0,true,Caller 5374,Opened by  301,Phone,Location 108,Category 20,Subcategory 125,Symptom 6,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 24,29-02-2016 13:50,29-02-2016 13:50,24-03-2016 18:40,07-03-2016 19:57,174.1166667,7,3,1,2016-02,1
INC0000282,Active,0,0,0,true,Caller 1403,Opened by  40,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 15,29-02-2016 13:52,29-02-2016 13:52,08-03-2016 13:00,03-03-2016 12:34,70.7,2,3,1,2016-02,1
INC0000283,Active,0,0,0,true,Caller 99,Opened by  386,Phone,Location 51,Category 42,Subcategory 31,?,2 - Medium,2 - Medium,Group 70,Resolver 183,true,false,Do Not Notify,?,?,?,code 6,Resolved by 166,29-02-2016 13:54,29-02-2016 14:11,06-03-2016 10:00,01-03-2016 09:26,19.53333333,0,3,0,2016-02,1
INC0000284,New,0,0,0,true,Caller 676,Opened by  62,Phone,Location 143,Category 53,Subcategory 13,?,2 - Medium,2 - Medium,Group 28,Resolver 78,true,false,Do Not Notify,?,?,?,code 6,Resolved by 71,29-02-2016 13:55,29-02-2016 14:28,07-03-2016 12:00,02-03-2016 11:57,46.03333333,1,3,1,2016-02,1
INC0000285,New,0,0,0,true,Caller 4858,Opened by  55,Phone,Location 136,Category 45,Subcategory 223,?,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 174,29-02-2016 13:56,29-02-2016 13:56,07-03-2016 01:00,02-03-2016 00:55,34.98333333,1,3,1,2016-02,1
INC0000286,Active,0,0,0,true,Caller 3221,Opened by  40,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 71,29-02-2016 13:56,29-02-2016 14:04,08-03-2016 17:00,03-03-2016 16:07,74.18333333,3,3,1,2016-02,1
INC0000290,Resolved,0,0,0,true,Caller 760,Opened by  301,Phone,Location 204,Category 45,Subcategory 223,Symptom 470,2 - Medium,2 - Medium,Group 70,Resolver 149,true,false,Do Not Notify,?,?,?,code 10,Resolved by 133,29-02-2016 13:59,29-02-2016 13:59,05-03-2016 15:00,05-03-2016 15:00,121.0166667,5,3,1,2016-02,1
INC0000292,New,0,0,0,true,Caller 1163,Opened by  501,Phone,Location 143,Category 20,Subcategory 125,Symptom 580,3 - Low,3 - Low,Group 12,Resolver 236,true,false,Do Not Notify,?,?,?,code 6,Resolved by 215,29-02-2016 14:04,29-02-2016 14:18,07-03-2016 10:00,02-03-2016 09:57,43.88333333,1,4,1,2016-02,1
INC0000294,New,0,0,0,true,Caller 781,Opened by  240,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,2 - Medium,2 - Medium,Group 23,Resolver 57,true,false,Do Not Notify,?,?,?,code 6,Resolved by 53,29-02-2016 14:06,29-02-2016 14:14,24-03-2016 18:50,14-03-2016 08:25,330.3166667,13,3,1,2016-02,1
INC0000295,New,0,0,0,true,Caller 378,Opened by  221,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,2 - Medium,2 - Medium,Group 23,Resolver 69,true,false,Do Not Notify,?,?,?,code 4,Resolved by 62,29-02-2016 14:09,29-02-2016 14:15,09-03-2016 10:00,04-03-2016 09:33,91.4,3,3,1,2016-02,1
INC0000297,New,0,0,0,true,Caller 378,Opened by  221,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,2 - Medium,2 - Medium,Group 23,Resolver 69,true,false,Do Not Notify,?,?,?,code 4,Resolved by 62,29-02-2016 14:15,29-02-2016 14:17,09-03-2016 10:00,04-03-2016 09:34,91.31666667,3,3,1,2016-02,1
INC0000298,Active,0,0,0,true,Caller 5051,Opened by  433,Phone,Location 204,Category 53,Subcategory 113,?,3 - Low,3 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,code 6,Resolved by 16,29-02-2016 14:16,29-02-2016 14:16,30-11-2016 08:10,25-11-2016 08:07,6473.85,269,4,1,2016-02,1
INC0000301,New,0,0,0,true,Caller 378,Opened by  221,Phone,Location 93,Category 42,Subcategory 106,Symptom 4,2 - Medium,2 - Medium,Group 67,?,true,false,Do Not Notify,?,?,?,code 6,Resolved by 195,29-02-2016 14:22,29-02-2016 14:24,06-03-2016 12:00,01-03-2016 11:35,21.21666667,0,3,0,2016-02,1
INC0000302,New,0,0,0,true,Caller 4598,Opened by  55,Phone,Location 93,Category 20,Subcategory 103,Symptom 4,2 - Medium,2 - Medium,Group 70,Resolver 31,true,false,Do Not Notify,?,?,?,code 6,Resolved by 30,29-02-2016 14:23,29-02-2016 14:36,27-03-2016 12:59,22-03-2016 12:57,526.5666667,21,3,1,2016-02,1
INC0000303,Active,0,0,0,true,Caller 3479,Opened by  325,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,3 - Low,3 - Low,Group 33,Resolver 159,true,false,Do Not Notify,?,CHG0000127,?,code 7,Resolved by 143,29-02-2016 14:23,29-02-2016 14:51,24-03-2016 18:50,10-03-2016 17:47,243.4,10,4,1,2016-02,1
INC0000304,New,0,0,0,true,Caller 378,Opened by  221,Phone,Location 93,Category 53,Subcategory 168,Symptom 4,2 - Medium,2 - Medium,Group 23,Resolver 69,true,false,Do Not Notify,?,?,?,code 6,Resolved by 62,29-02-2016 14:25,29-02-2016 14:28,08-03-2016 16:00,03-03-2016 15:09,72.73333333,3,3,1,2016-02,1
INC0000305,New,0,0,0,true,Caller 685,Opened by  221,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,2 - Medium,2 - Medium,Group 70,Resolver 78,true,false,Do Not Notify,?,?,?,code 6,Resolved by 71,29-02-2016 14:28,29-02-2016 14:57,09-03-2016 15:00,04-03-2016 14:41,96.21666667,4,3,1,2016-02,1
INC0000306,New,0,0,0,true,Caller 4167,Opened by  62,Phone,Location 143,Category 23,Subcategory 3,Symptom 4,2 - Medium,2 - Medium,Group 54,?,true,false,Do Not Notify,?,?,?,code 7,Resolved by 208,29-02-2016 14:28,29-02-2016 14:43,07-03-2016 17:00,02-03-2016 16:48,50.33333333,2,3,1,2016-02,1
INC0000307,Active,0,0,0,true,Caller 3038,Opened by  433,Phone,Location 204,Category 45,Subcategory 220,?,3 - Low,3 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,code 6,Resolved by 16,29-02-2016 14:30,29-02-2016 14:30,24-12-2016 15:00,19-12-2016 14:55,7056.416667,294,4,1,2016-02,1
INC0000310,Active,0,0,0,true,Caller 369,Opened by  433,Phone,Location 204,Category 45,Subcategory 220,?,3 - Low,3 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,code 5,Resolved by 184,29-02-2016 14:33,29-02-2016 14:33,06-03-2016 14:00,01-03-2016 13:47,23.23333333,0,4,0,2016-02,1
INC0000315,New,0,0,0,true,Caller 99,Opened by  386,Phone,Location 51,Category 23,Subcategory 3,?,2 - Medium,2 - Medium,Group 30,?,true,false,Do Not Notify,?,?,?,code 16,Resolved by 99,29-02-2016 14:37,29-02-2016 14:37,24-03-2016 18:40,07-03-2016 09:12,162.5833333,6,3,1,2016-02,1
INC0000317,Active,0,0,0,true,Caller 387,Opened by  433,Phone,Location 204,Category 45,Subcategory 220,?,3 - Low,3 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,code 6,Resolved by 158,29-02-2016 14:40,29-02-2016 14:40,30-04-2016 17:07,25-04-2016 17:06,1346.433333,56,4,1,2016-02,1
INC0000318,Active,0,0,0,true,Caller 3038,Opened by  433,Phone,Location 204,Category 45,Subcategory 220,?,3 - Low,3 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,code 6,Resolved by 158,29-02-2016 14:43,29-02-2016 14:43,02-04-2016 13:59,28-03-2016 12:10,669.45,27,4,1,2016-02,1
INC0000319,New,0,0,0,true,Caller 2443,Opened by  62,Phone,Location 204,Category 37,Subcategory 135,Symptom 509,2 - Medium,2 - Medium,Group 25,Resolver 83,true,false,Do Not Notify,?,?,?,code 6,Resolved by 76,29-02-2016 14:44,29-02-2016 14:50,07-03-2016 16:00,02-03-2016 15:12,48.46666667,2,3,1,2016-02,1
INC0000323,Resolved,0,0,0,true,Caller 3786,Opened by  55,Phone,Location 93,Category 20,Subcategory 103,Symptom 6,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 4,Resolved by 27,29-02-2016 14:45,29-02-2016 14:45,05-03-2016 15:00,05-03-2016 15:00,120.25,5,3,1,2016-02,1
INC0000324,Active,0,0,0,true,Caller 787,Opened by  381,Phone,Location 93,Category 45,Subcategory 88,Symptom 327,2 - Medium,3 - Low,Group 31,Resolver 182,true,false,Do Not Notify,?,?,?,code 6,Resolved by 165,29-02-2016 14:47,29-02-2016 15:06,21-06-2016 10:00,16-06-2016 09:34,2586.783333,107,4,1,2016-02,1
INC0000325,Active,0,0,0,true,Caller 369,Opened by  433,Phone,Location 204,Category 45,Subcategory 220,?,3 - Low,3 - Low,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,code 6,Resolved by 184,29-02-2016 14:49,29-02-2016 14:49,24-03-2016 18:59,16-03-2016 08:56,378.1166667,15,4,1,2016-02,1
INC0000329,Active,0,0,0,true,Caller 1250,Opened by  301,Phone,Location 143,Category 42,Subcategory 31,Symptom 17,2 - Medium,2 - Medium,Group 55,Resolver 84,true,false,Do Not Notify,?,?,?,code 6,Resolved by 71,29-02-2016 14:50,29-02-2016 15:04,24-03-2016 18:59,16-03-2016 11:38,380.8,15,3,1,2016-02,1
INC0000330,Active,0,0,0,true,Caller 4162,Opened by  433,Phone,Location 204,Category 45,Subcategory 220,?,3 - Low,3 - Low,Group 66,Resolver 203,true,false,Do Not Notify,?,?,?,code 7,Resolved by 184,29-02-2016 14:52,29-02-2016 14:52,24-03-2016 18:59,18-03-2016 13:44,430.8666667,17,4,1,2016-02,1
INC0000332,New,0,0,0,true,Caller 800,Opened by  55,Phone,Location 212,Category 26,Subcategory 175,Symptom 607,2 - Medium,2 - Medium,Group 70,?,true,false,Do Not Notify,?,?,?,code 7,Resolved by 32,29-02-2016 14:53,29-02-2016 14:53,24-03-2016 18:40,09-03-2016 10:50,211.95,8,3,1,2016-02,1
